from_station_id,from_station_name,to_station_id,to_station_name,line,travel_time_seconds
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUESQ,Euston Square,HAM,60
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUESQ,Euston Square,MET,60
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUEUS,Euston Station,NTN,60
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUEUS,Euston Station,VIC,60
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUFCN,Farringdon Station,CIR,180
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUFCN,Farringdon Station,HAM,180
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUFCN,Farringdon Station,MET,180
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLUHAI,Highbury & Islington Station,VIC,120
940GZZLUKSX,King's Cross St. Pancras Underground Station,940GZZLURSQ,Russell Square Station,PIC,60
940GZZLUKWG,Kew Gardens Station,940GZZLUGBY,Gunnersbury Station,DIS,180
940GZZLUKWG,Kew Gardens Station,940GZZLURMD,Richmond Station,DIS,240
940GZZLULAD,Ladbroke Grove,940GZZLULRD,Latimer Road,CIR,60
940GZZLULAD,Ladbroke Grove,940GZZLULRD,Latimer Road,HAM,60
940GZZLULAD,Ladbroke Grove,940GZZLUWSP,Westbourne Park Station,CIR,60
940GZZLULAD,Ladbroke Grove,940GZZLUWSP,Westbourne Park Station,HAM,60
940GZZLULBN,Lambeth North,940GZZLUEAC,Elephant & Castle Station,BAK,180
940GZZLULBN,Lambeth North,940GZZLUWLO,Waterloo Station,BAK,60
940GZZLULGN,Loughton,940GZZLUBKH,Buckhurst Hill,CEN,120
940GZZLULGN,Loughton,940GZZLUDBN,Debden,CEN,120
940GZZLULGT,Lancaster Gate Station,940GZZLUMBA,Marble Arch,CEN,120
940GZZLULGT,Lancaster Gate Station,940GZZLUQWY,Queensway Station,CEN,60
940GZZLULNB,London Bridge Station,940GZZLUBMY,Bermondsey Station,JUB,120
940GZZLULNB,London Bridge Station,940GZZLUBNK,Bank,NTN,60
940GZZLULNB,London Bridge Station,940GZZLUBOR,Borough Station,NTN,60
940GZZLULNB,London Bridge Station,940GZZLUSWK,Southwark Station,JUB,60
940GZZLULRD,Latimer Road,940GZZLULAD,Ladbroke Grove,CIR,60
940GZZLULRD,Latimer Road,940GZZLULAD,Ladbroke Grove,HAM,60
940GZZLULRD,Latimer Road,940GZZLUWLA,Wood Lane,CIR,60
940GZZLULRD,Latimer Road,940GZZLUWLA,Wood Lane,HAM,60
940GZZLULSQ,Leicester Square,940GZZLUCGN,Covent Garden Station,PIC,60
940GZZLULSQ,Leicester Square,940GZZLUCHX,Charing Cross,NTN,60
940GZZLULSQ,Leicester Square,940GZZLUPCC,Piccadilly Circus,PIC,60
940GZZLULSQ,Leicester Square,940GZZLUTCR,Tottenham Court Road Station,NTN,60
940GZZLULVT,Liverpool Street Station,940GZZLUADE,Aldgate East,CIR,120
940GZZLULVT,Liverpool Street Station,940GZZLUADE,Aldgate East,HAM,120
940GZZLULVT,Liverpool Street Station,940GZZLUALD,Aldgate,CIR,60
940GZZLULVT,Liverpool Street Station,940GZZLUALD,Aldgate,MET,60
940GZZLULVT,Liverpool Street Station,940GZZLUBLG,Bethnal Green,CEN,120
940GZZLULVT,Liverpool Street Station,940GZZLUBNK,Bank,CEN,60
940GZZLULVT,Liverpool Street Station,940GZZLUMGT,Moorgate Station,CIR,60
940GZZLULVT,Liverpool Street Station,940GZZLUMGT,Moorgate Station,HAM,60
940GZZLULVT,Liverpool Street Station,940GZZLUMGT,Moorgate Station,MET,60
940GZZLULYN,Leyton,940GZZLULYS,Leytonstone Station,CEN,120
940GZZLULYN,Leyton,940GZZLUSTD,Stratford Station,CEN,120
940GZZLULYS,Leytonstone Station,940GZZLULYN,Leyton,CEN,60
940GZZLULYS,Leytonstone Station,940GZZLUSNB,Snaresbrook Station,CEN,60
940GZZLULYS,Leytonstone Station,940GZZLUWSD,Wanstead Station,CEN,60
940GZZLUMBA,Marble Arch,940GZZLUBND,Bond Street Station,CEN,60
940GZZLUMBA,Marble Arch,940GZZLULGT,Lancaster Gate Station,CEN,60
940GZZLUMDN,Morden,940GZZLUSWN,South Wimbledon Station,NTN,120
940GZZLUMED,Mile End,940GZZLUBLG,Bethnal Green,CEN,120
940GZZLUMED,Mile End,940GZZLUBWR,Bow Road Station,CIR,60
940GZZLUMED,Mile End,940GZZLUBWR,Bow Road Station,DIS,60
940GZZLUMED,Mile End,940GZZLUBWR,Bow Road Station,HAM,60
940GZZLUMED,Mile End,940GZZLUSGN,Stepney Green Station,CIR,120
940GZZLUMED,Mile End,940GZZLUSGN,Stepney Green Station,DIS,120
940GZZLUMED,Mile End,940GZZLUSGN,Stepney Green Station,HAM,120
940GZZLUMED,Mile End,940GZZLUSTD,Stratford Station,CEN,120
940GZZLUMGT,Moorgate Station,940GZZLUBBN,Barbican,CIR,60
940GZZLUMGT,Moorgate Station,940GZZLUBBN,Barbican,HAM,60
940GZZLUMGT,Moorgate Station,940GZZLUBBN,Barbican,MET,60
940GZZLUMGT,Moorgate Station,940GZZLUBNK,Bank,NTN,120
940GZZLUMGT,Moorgate Station,940GZZLULVT,Liverpool Street Station,CIR,120
940GZZLUMGT,Moorgate Station,940GZZLULVT,Liverpool Street Station,HAM,120
940GZZLUMGT,Moorgate Station,940GZZLULVT,Liverpool Street Station,MET,120
940GZZLUMGT,Moorgate Station,940GZZLUODS,Old Street Station,NTN,60
940GZZLUMHL,Mill Hill East Station,940GZZLUFYC,Finchley Central Station,NTN,120
940GZZLUMMT,Monument,940GZZLUCST,Cannon Street Station,CIR,60
940GZZLUMMT,Monument,940GZZLUCST,Cannon Street Station,DIS,60
940GZZLUMMT,Monument,940GZZLUTWH,Tower Hill,CIR,100
940GZZLUMMT,Monument,940GZZLUTWH,Tower Hill,DIS,60
940GZZLUMPK,Moor Park,940GZZLUCXY,Croxley,MET,240
940GZZLUMPK,Moor Park,940GZZLUNOW,Northwood,MET,108
940GZZLUMPK,Moor Park,940GZZLURKW,Rickmansworth,MET,240
940GZZLUMRH,Manor House,940GZZLUFPK,Finsbury Park Station,PIC,120
940GZZLUMRH,Manor House,940GZZLUTPN,Turnpike Lane Station,PIC,180
940GZZLUMSH,Mansion House,940GZZLUBKF,Blackfriars Station,CIR,60
940GZZLUMSH,Mansion House,940GZZLUBKF,Blackfriars Station,DIS,60
940GZZLUMSH,Mansion House,940GZZLUCST,Cannon Street Station,CIR,60
940GZZLUMSH,Mansion House,940GZZLUCST,Cannon Street Station,DIS,60
940GZZLUMTC,Mornington Crescent,940GZZLUCTN,Camden Town Station,NTN,60
940GZZLUMTC,Mornington Crescent,940GZZLUEUS,Euston Station,NTN,60
940GZZLUMVL,Maida Vale Station,940GZZLUKPK,Kilburn Park Station,BAK,60
940GZZLUMVL,Maida Vale Station,940GZZLUWKA,Warwick Avenue,BAK,60
940GZZLUMYB,Marylebone,940GZZLUBST,Baker Street Station,BAK,60
940GZZLUMYB,Marylebone,940GZZLUERB,Edgware Road (Bakerloo line) Station,BAK,60
940GZZLUNAN,North Acton Station,940GZZLUEAN,East Acton Station,CEN,60
940GZZLUNAN,North Acton Station,940GZZLUHGR,Hanger Lane Station,CEN,120
940GZZLUNAN,North Acton Station,940GZZLUWTA,West Acton,CEN,120
940GZZLUNBP,Newbury Park Station,940GZZLUBKE,Barkingside Station,CEN,60
940GZZLUNBP,Newbury Park Station,940GZZLUGTH,Gants Hill Station,CEN,120
940GZZLUNDN,Neasden Station,940GZZLUDOH,Dollis Hill Station,JUB,60
940GZZLUNDN,Neasden Station,940GZZLUWYP,Wembley Park Station,JUB,180
940GZZLUNEN,North Ealing,940GZZLUECM,Ealing Common,PIC,120
940GZZLUNEN,North Ealing,940GZZLUPKR,Park Royal,PIC,120
940GZZLUNFD,Northfields Station,940GZZLUBOS,Boston Manor Station,PIC,60
940GZZLUNFD,Northfields Station,940GZZLUSEA,South Ealing,PIC,60
940GZZLUNGW,North Greenwich Platform 1 | Eastbound,940GZZLUCGT,Canning Town,JUB,120
940GZZLUNGW,North Greenwich Platform 1 | Eastbound,940GZZLUCYF,Canary Wharf Underground Station,JUB,120
940GZZLUNHA,North Harrow,940GZZLUHOH,Harrow-on-the-Hill Station,MET,108
940GZZLUNHA,North Harrow,940GZZLUPNR,Pinner Station,MET,84
940GZZLUNHG,Notting Hill Gate Station,940GZZLUBWT,Bayswater,CIR,60
940GZZLUNHG,Notting Hill Gate Station,940GZZLUBWT,Bayswater,DIS,60
940GZZLUNHG,Notting Hill Gate Station,940GZZLUHPK,Holland Park,CEN,60
940GZZLUNHG,Notting Hill Gate Station,940GZZLUHSK,High Street Kensington Station,CIR,120
940GZZLUNHG,Notting Hill Gate Station,940GZZLUHSK,High Street Kensington Station,DIS,120
940GZZLUNHG,Notting Hill Gate Station,940GZZLUQWY,Queensway Station,CEN,60
940GZZLUNHT,Northolt Station,940GZZLUGFD,Greenford,CEN,60
940GZZLUNHT,Northolt Station,940GZZLUSRP,South Ruislip Station,CEN,120
940GZZLUNKP,Northwick Park Station,940GZZLUHOH,Harrow-on-the-Hill Station,MET,100
940GZZLUNKP,Northwick Park Station,940GZZLUPRD,Preston Road Station,MET,120
940GZZLUNOW,Northwood,940GZZLUMPK,Moor Park,MET,84
940GZZLUNOW,Northwood,940GZZLUNWH,Northwood Hills,MET,108
940GZZLUNWH,Northwood Hills,940GZZLUNOW,Northwood,MET,84
940GZZLUNWH,Northwood Hills,940GZZLUPNR,Pinner Station,MET,108
940GZZLUNWY,North Wembley Station,940GZZLUSKT,South Kenton Station,BAK,120
940GZZLUNWY,North Wembley Station,940GZZLUWYC,Wembley Central Station,BAK,120
940GZZLUOAK,Oakwood Station,940GZZLUCKS,Cockfosters Station,PIC,120
940GZZLUOAK,Oakwood Station,940GZZLUSGT,Southgate,PIC,120
940GZZLUODS,Old Street Station,940GZZLUAGL,Angel Station,NTN,120
940GZZLUODS,Old Street Station,940GZZLUMGT,Moorgate Station,NTN,60
940GZZLUOSY,Osterley,940GZZLUBOS,Boston Manor Station,PIC,180
940GZZLUOSY,Osterley,940GZZLUHWE,Hounslow East,PIC,120
940GZZLUOVL,Oval,940GZZLUKNG,Kennington Station,NTN,60
940GZZLUOVL,Oval,940GZZLUSKW,Stockwell Station,NTN,120
940GZZLUOXC,Oxford Circus Station,940GZZLUBND,Bond Street Station,CEN,60
940GZZLUOXC,Oxford Circus Station,940GZZLUGPK,Green Park Station,VIC,60
940GZZLUOXC,Oxford Circus Station,940GZZLUPCC,Piccadilly Circus,BAK,60
940GZZLUOXC,Oxford Circus Station,940GZZLURGP,Regent's Park Station,BAK,60
940GZZLUOXC,Oxford Circus Station,940GZZLUTCR,Tottenham Court Road Station,CEN,60
940GZZLUOXC,Oxford Circus Station,940GZZLUWRR,Warren Street Station,VIC,60
940GZZLUPAC,Paddington Underground Station,940GZZLUBWT,Bayswater,CIR,60
940GZZLUPAC,Paddington Underground Station,940GZZLUBWT,Bayswater,DIS,60
940GZZLUPAC,Paddington Underground Station,940GZZLUERB,Edgware Road (Bakerloo line) Station,BAK,60
940GZZLUPAC,Paddington Underground Station,940GZZLUERC,Edgware Road (Circle line) Station,CIR,120
940GZZLUPAC,Paddington Underground Station,940GZZLUERC,Edgware Road (Circle line) Station,DIS,120
940GZZLUPAC,Paddington Underground Station,940GZZLUWKA,Warwick Avenue,BAK,60
940GZZLUPAH,Paddington (H&C Line),940GZZLUERC,Edgware Road (Circle line) Station,CIR,120
940GZZLUPAH,Paddington (H&C Line),940GZZLUERC,Edgware Road (Circle line) Station,HAM,180
940GZZLUPAH,Paddington (H&C Line),940GZZLURYO,Royal Oak,CIR,60
940GZZLUPAH,Paddington (H&C Line),940GZZLURYO,Royal Oak,HAM,60
940GZZLUPCC,Piccadilly Circus,940GZZLUCHX,Charing Cross,BAK,60
940GZZLUPCC,Piccadilly Circus,940GZZLUGPK,Green Park Station,PIC,60
940GZZLUPCC,Piccadilly Circus,940GZZLULSQ,Leicester Square,PIC,60
940GZZLUPCC,Piccadilly Circus,940GZZLUOXC,Oxford Circus Station,BAK,60
940GZZLUPCO,Pimlico Station,940GZZLUVIC,Victoria Station,VIC,120
940GZZLUPCO,Pimlico Station,940GZZLUVXL,Vauxhall,VIC,60
940GZZLUPKR,Park Royal,940GZZLUALP,Alperton Station,PIC,120
940GZZLUPKR,Park Royal,940GZZLUNEN,North Ealing,PIC,120
940GZZLUPLW,Plaistow,940GZZLUUPK,Upton Park,CIR,60
940GZZLUPLW,Plaistow,940GZZLUUPK,Upton Park,DIS,60
940GZZLUPLW,Plaistow,940GZZLUUPK,Upton Park,HAM,60
940GZZLUPLW,Plaistow,940GZZLUWHM,West Ham Station,CIR,60
940GZZLUPLW,Plaistow,940GZZLUWHM,West Ham Station,DIS,60
940GZZLUPLW,Plaistow,940GZZLUWHM,West Ham Station,HAM,60
940GZZLUPNR,Pinner Station,940GZZLUNHA,North Harrow,MET,108
940GZZLUPNR,Pinner Station,940GZZLUNWH,Northwood Hills,MET,84
940GZZLUPRD,Preston Road Station,940GZZLUNKP,Northwick Park Station,MET,100
940GZZLUPRD,Preston Road Station,940GZZLUWYP,Wembley Park Station,MET,120
940GZZLUPSG,Parsons Green,940GZZLUFBY,Fulham Broadway Station,DIS,60
940GZZLUPSG,Parsons Green,940GZZLUPYB,Putney Bridge Station,DIS,120
940GZZLUPVL,Perivale,940GZZLUGFD,Greenford,CEN,60
940GZZLUPVL,Perivale,940GZZLUHGR,Hanger Lane Station,CEN,120
940GZZLUPYB,Putney Bridge Station,940GZZLUEPY,East Putney,DIS,120
940GZZLUPYB,Putney Bridge Station,940GZZLUPSG,Parsons Green,DIS,120
940GZZLUQBY,Queensbury,940GZZLUCPK,Canons Park,JUB,120
940GZZLUQBY,Queensbury,940GZZLUKBY,Kingsbury Station,JUB,120
940GZZLUQPS,Queen's Park Station (London),940GZZLUKPK,Kilburn Park Station,BAK,60
940GZZLUQPS,Queen's Park Station (London),940GZZLUKSL,Kensal Green Station,BAK,180
940GZZLUQWY,Queensway Station,940GZZLULGT,Lancaster Gate Station,CEN,60
940GZZLUQWY,Queensway Station,940GZZLUNHG,Notting Hill Gate Station,CEN,60
940GZZLURBG,Redbridge Station,940GZZLUGTH,Gants Hill Station,CEN,60
940GZZLURBG,Redbridge Station,940GZZLUWSD,Wanstead Station,CEN,60
940GZZLURGP,Regent's Park Station,940GZZLUBST,Baker Street Station,BAK,60
940GZZLURGP,Regent's Park Station,940GZZLUOXC,Oxford Circus Station,BAK,120
940GZZLURKW,Rickmansworth,940GZZLUCXY,Croxley,MET,240
940GZZLURKW,Rickmansworth,940GZZLUCYD,Chorleywood Station,MET,180
940GZZLURKW,Rickmansworth,940GZZLUMPK,Moor Park,MET,180
940GZZLURMD,Richmond Station,940GZZLUKWG,Kew Gardens Station,DIS,180
940GZZLURSG,Ruislip Gardens,940GZZLUSRP,South Ruislip Station,CEN,60
940GZZLURSG,Ruislip Gardens,940GZZLUWRP,West Ruislip,CEN,120
940GZZLURSM,Ruislip Manor Station,940GZZLUEAE,Eastcote,MET,120
940GZZLURSM,Ruislip Manor Station,940GZZLUEAE,Eastcote,PIC,120
940GZZLURSM,Ruislip Manor Station,940GZZLURSP,Ruislip,MET,60
940GZZLURSM,Ruislip Manor Station,940GZZLURSP,Ruislip,PIC,60
940GZZLURSP,Ruislip,940GZZLUICK,Ickenham Station,MET,120
940GZZLURSP,Ruislip,940GZZLUICK,Ickenham Station,PIC,120
940GZZLURSP,Ruislip,940GZZLURSM,Ruislip Manor Station,MET,60
940GZZLURSP,Ruislip,940GZZLURSM,Ruislip Manor Station,PIC,60
940GZZLURSQ,Russell Square Station,940GZZLUHBN,Holborn Station,PIC,60
940GZZLURSQ,Russell Square Station,940GZZLUKSX,King's Cross St. Pancras Underground Station,PIC,120
940GZZLURVP,Ravenscourt Park Station,940GZZLUHSD,Hammersmith (District and Piccadilly) Station,CIR,120
940GZZLURVP,Ravenscourt Park Station,940GZZLUHSD,Hammersmith (District and Piccadilly) Station,DIS,60
940GZZLURVP,Ravenscourt Park Station,940GZZLUHSD,Hammersmith (District and Piccadilly) Station,PIC,84
940GZZLURVP,Ravenscourt Park Station,940GZZLUSFB,Stamford Brook,CIR,60
940GZZLURVP,Ravenscourt Park Station,940GZZLUSFB,Stamford Brook,DIS,60
940GZZLURVY,Roding Valley,940GZZLUCWL,Chigwell,CEN,120
940GZZLURVY,Roding Valley,940GZZLUWOF,Woodford,CEN,60
940GZZLURYL,Rayners Lane Station,940GZZLUEAE,Eastcote,MET,120
940GZZLURYL,Rayners Lane Station,940GZZLUEAE,Eastcote,PIC,120
940GZZLURYL,Rayners Lane Station,940GZZLUSHH,South Harrow Station,PIC,180
940GZZLURYL,Rayners Lane Station,940GZZLUWHW,West Harrow Station,MET,120
940GZZLURYO,Royal Oak,940GZZLUPAH,Paddington (H&C Line),CIR,60
940GZZLURYO,Royal Oak,940GZZLUPAH,Paddington (H&C Line),HAM,60
940GZZLURYO,Royal Oak,940GZZLUWSP,Westbourne Park Station,CIR,60
940GZZLURYO,Royal Oak,940GZZLUWSP,Westbourne Park Station,HAM,60
940GZZLUSBC,Shepherd's Bush (Central Line),940GZZLUHPK,Holland Park,CEN,60
940GZZLUSBC,Shepherd's Bush (Central Line),940GZZLUWCY,White City,CEN,120
940GZZLUSBM,Shepherd's Bush Market,940GZZLUGHK,Goldhawk Road,CIR,60
940GZZLUSBM,Shepherd's Bush Market,940GZZLUGHK,Goldhawk Road,HAM,60
940GZZLUSBM,Shepherd's Bush Market,940GZZLUWLA,Wood Lane,CIR,60
940GZZLUSBM,Shepherd's Bush Market,940GZZLUWLA,Wood Lane,HAM,60
940GZZLUSEA,South Ealing,940GZZLUACT,Acton Town,PIC,180
940GZZLUSEA,South Ealing,940GZZLUNFD,Northfields Station,PIC,60
940GZZLUSFB,Stamford Brook,940GZZLURVP,Ravenscourt Park Station,CIR,60
940GZZLUSFB,Stamford Brook,940GZZLURVP,Ravenscourt Park Station,DIS,60
940GZZLUSFB,Stamford Brook,940GZZLURVP,Ravenscourt Park Station,PIC,84
940GZZLUSFB,Stamford Brook,940GZZLUTNG,Turnham Green,CIR,60
940GZZLUSFB,Stamford Brook,940GZZLUTNG,Turnham Green,DIS,60
940GZZLUSFS,Southfields Station,940GZZLUEPY,East Putney,DIS,120
940GZZLUSFS,Southfields Station,940GZZLUWIP,Wimbledon Park,DIS,120
940GZZLUSGN,Stepney Green Station,940GZZLUMED,Mile End,CIR,60
940GZZLUSGN,Stepney Green Station,940GZZLUMED,Mile End,DIS,60
940GZZLUSGN,Stepney Green Station,940GZZLUMED,Mile End,HAM,60
940GZZLUSGN,Stepney Green Station,940GZZLUWPL,Whitechapel Station,CIR,120
940GZZLUSGN,Stepney Green Station,940GZZLUWPL,Whitechapel Station,DIS,120
940GZZLUSGN,Stepney Green Station,940GZZLUWPL,Whitechapel Station,HAM,120
940GZZLUSGP,Stonebridge Park Station,940GZZLUHSN,Harlesden Station,BAK,120
940GZZLUSGP,Stonebridge Park Station,940GZZLUWYC,Wembley Central Station,BAK,120
940GZZLUSGT,Southgate,940GZZLUASG,Arnos Grove Station,PIC,240
940GZZLUSGT,Southgate,940GZZLUOAK,Oakwood Station,PIC,180
940GZZLUSHH,South Harrow Station,940GZZLURYL,Rayners Lane Station,PIC,180
940GZZLUSHH,South Harrow Station,940GZZLUSUH,Sudbury Hill,PIC,120
940GZZLUSJP,St James's Park Station,940GZZLUVIC,Victoria Station,CIR,60
940GZZLUSJP,St James's Park Station,940GZZLUVIC,Victoria Station,DIS,60
940GZZLUSJP,St James's Park Station,940GZZLUWSM,Westminster Station,CIR,60
940GZZLUSJP,St James's Park Station,940GZZLUWSM,Westminster Station,DIS,60
940GZZLUSJW,St John's Wood Station,940GZZLUBST,Baker Street Station,JUB,120
940GZZLUSJW,St John's Wood Station,940GZZLUSWC,Swiss Cottage Station,JUB,60
940GZZLUSKS,South Kensington Station,940GZZLUGTR,Gloucester Road,CIR,60
940GZZLUSKS,South Kensington Station,940GZZLUGTR,Gloucester Road,DIS,60
940GZZLUSKS,South Kensington Station,940GZZLUGTR,Gloucester Road,PIC,60
940GZZLUSKS,South Kensington Station,940GZZLUKNB,Knightsbridge Station,PIC,120
940GZZLUSKS,South Kensington Station,940GZZLUSSQ,Sloane Square,CIR,100
940GZZLUSKS,South Kensington Station,940GZZLUSSQ,Sloane Square,DIS,120
940GZZLUSKT,South Kenton Station,940GZZLUKEN,Kenton Station,BAK,120
940GZZLUSKT,South Kenton Station,940GZZLUNWY,North Wembley Station,BAK,120
940GZZLUSKW,Stockwell Station,940GZZLUBXN,Brixton Station,VIC,60
940GZZLUSKW,Stockwell Station,940GZZLUCPN,Clapham North,NTN,60
940GZZLUSKW,Stockwell Station,940GZZLUOVL,Oval,NTN,120
940GZZLUSKW,Stockwell Station,940GZZLUVXL,Vauxhall,VIC,120
940GZZLUSNB,Snaresbrook Station,940GZZLULYS,Leytonstone Station,CEN,120
940GZZLUSNB,Snaresbrook Station,940GZZLUSWF,South Woodford,CEN,60
940GZZLUSPU,St. Paul's Station,940GZZLUBNK,Bank,CEN,60
940GZZLUSPU,St. Paul's Station,940GZZLUCHL,Chancery Lane,CEN,60
940GZZLUSRP,South Ruislip Station,940GZZLUNHT,Northolt Station,CEN,120
940GZZLUSRP,South Ruislip Station,940GZZLURSG,Ruislip Gardens,CEN,60
940GZZLUSSQ,Sloane Square,940GZZLUSKS,South Kensington Station,CIR,120
940GZZLUSSQ,Sloane Square,940GZZLUSKS,South Kensington Station,DIS,120
940GZZLUSSQ,Sloane Square,940GZZLUVIC,Victoria Station,CIR,100
940GZZLUSSQ,Sloane Square,940GZZLUVIC,Victoria Station,DIS,120
940GZZLUSTD,Stratford Station,940GZZLULYN,Leyton,CEN,120
940GZZLUSTD,Stratford Station,940GZZLUMED,Mile End,CEN,120
940GZZLUSTD,Stratford Station,940GZZLUWHM,West Ham Station,JUB,120
940GZZLUSTM,Stanmore Station,940GZZLUCPK,Canons Park,JUB,120
940GZZLUSUH,Sudbury Hill,940GZZLUSHH,South Harrow Station,PIC,120
940GZZLUSUH,Sudbury Hill,940GZZLUSUT,Sudbury Town Station,PIC,120
940GZZLUSUT,Sudbury Town Station,940GZZLUALP,Alperton Station,PIC,120
940GZZLUSUT,Sudbury Town Station,940GZZLUSUH,Sudbury Hill,PIC,120
940GZZLUSVS,Seven Sisters Station,940GZZLUFPK,Finsbury Park Station,VIC,180
940GZZLUSVS,Seven Sisters Station,940GZZLUTMH,Tottenham Hale,VIC,60
940GZZLUSWC,Swiss Cottage Station,940GZZLUFYR,Finchley Road Station,JUB,60
940GZZLUSWC,Swiss Cottage Station,940GZZLUSJW,St John's Wood Station,JUB,60
940GZZLUSWF,South Woodford,940GZZLUSNB,Snaresbrook Station,CEN,60
940GZZLUSWF,South Woodford,940GZZLUWOF,Woodford,CEN,60
940GZZLUSWK,Southwark Station,940GZZLULNB,London Bridge Station,JUB,60
940GZZLUSWK,Southwark Station,940GZZLUWLO,Waterloo Station,JUB,60
940GZZLUSWN,South Wimbledon Station,940GZZLUCSD,Colliers Wood Station,NTN,120
940GZZLUSWN,South Wimbledon Station,940GZZLUMDN,Morden,NTN,120
940GZZLUTAW,Totteridge & Whetstone Station,940GZZLUHBT,High Barnet Station,NTN,180
940GZZLUTAW,Totteridge & Whetstone Station,940GZZLUWOP,Woodside Park,NTN,120
940GZZLUTBC,Tooting Bec Station,940GZZLUBLM,Balham Station,NTN,60
940GZZLUTBC,Tooting Bec Station,940GZZLUTBY,Tooting Broadway Station,NTN,120
940GZZLUTBY,Tooting Broadway Station,940GZZLUCSD,Colliers Wood Station,NTN,60
940GZZLUTBY,Tooting Broadway Station,940GZZLUTBC,Tooting Bec Station,NTN,60
940GZZLUTCR,Tottenham Court Road Station,940GZZLUGDG,Goodge Street Station,NTN,60
940GZZLUTCR,Tottenham Court Road Station,940GZZLUHBN,Holborn Station,CEN,60
940GZZLUTCR,Tottenham Court Road Station,940GZZLULSQ,Leicester Square,NTN,60
940GZZLUTCR,Tottenham Court Road Station,940GZZLUOXC,Oxford Circus Station,CEN,60
940GZZLUTFP,Tufnell Park Station,940GZZLUACY,Archway Station,NTN,60
940GZZLUTFP,Tufnell Park Station,940GZZLUKSH,Kentish Town,NTN,60
940GZZLUTHB,Theydon Bois,940GZZLUDBN,Debden,CEN,180
940GZZLUTHB,Theydon Bois,940GZZLUEPG,Epping,CEN,120
940GZZLUTMH,Tottenham Hale,940GZZLUBLR,Blackhorse Road Station,VIC,60
940GZZLUTMH,Tottenham Hale,940GZZLUSVS,Seven Sisters Station,VIC,60
940GZZLUTMP,Temple,940GZZLUBKF,Blackfriars Station,CIR,60
940GZZLUTMP,Temple,940GZZLUBKF,Blackfriars Station,DIS,60
940GZZLUTMP,Temple,940GZZLUEMB,Embankment,CIR,60
940GZZLUTMP,Temple,940GZZLUEMB,Embankment,DIS,60
940GZZLUTNG,Turnham Green,940GZZLUACT,Acton Town,PIC,180
940GZZLUTNG,Turnham Green,940GZZLUCWP,Chiswick Park,CIR,60
940GZZLUTNG,Turnham Green,940GZZLUCWP,Chiswick Park,DIS,60
940GZZLUTNG,Turnham Green,940GZZLUGBY,Gunnersbury Station,DIS,180
940GZZLUTNG,Turnham Green,940GZZLUHSD,Hammersmith (District and Piccadilly) Station,PIC,180
940GZZLUTNG,Turnham Green,940GZZLUSFB,Stamford Brook,CIR,60
940GZZLUTNG,Turnham Green,940GZZLUSFB,Stamford Brook,DIS,60
940GZZLUTNG,Turnham Green,940GZZLUSFB,Stamford Brook,PIC,84
940GZZLUTPN,Turnpike Lane Station,940GZZLUMRH,Manor House,PIC,180
940GZZLUTPN,Turnpike Lane Station,940GZZLUWOG,Wood Green Station,PIC,120
940GZZLUTWH,Tower Hill,940GZZLUADE,Aldgate East,CIR,100
940GZZLUTWH,Tower Hill,940GZZLUADE,Aldgate East,DIS,120
940GZZLUTWH,Tower Hill,940GZZLUALD,Aldgate,CIR,120
940GZZLUTWH,Tower Hill,940GZZLUMMT,Monument,CIR,60
940GZZLUTWH,Tower Hill,940GZZLUMMT,Monument,DIS,60
940GZZLUUPB,Upminster Bridge,940GZZLUHCH,Hornchurch,DIS,60
940GZZLUUPB,Upminster Bridge,940GZZLUHCH,Hornchurch,HAM,60
940GZZLUUPB,Upminster Bridge,940GZZLUUPM,Upminster Station,DIS,60
940GZZLUUPB,Upminster Bridge,940GZZLUUPM,Upminster Station,HAM,60
940GZZLUUPK,Upton Park,940GZZLUEHM,East Ham Station,CIR,120
940GZZLUUPK,Upton Park,940GZZLUEHM,East Ham Station,DIS,120
940GZZLUUPK,Upton Park,940GZZLUEHM,East Ham Station,HAM,120
940GZZLUUPK,Upton Park,940GZZLUPLW,Plaistow,CIR,120
940GZZLUUPK,Upton Park,940GZZLUPLW,Plaistow,DIS,120
940GZZLUUPK,Upton Park,940GZZLUPLW,Plaistow,HAM,120
940GZZLUUPM,Upminster Station,940GZZLUUPB,Upminster Bridge,DIS,120
940GZZLUUPM,Upminster Station,940GZZLUUPB,Upminster Bridge,HAM,120
940GZZLUUPY,Upney Station,940GZZLUBEC,Becontree,DIS,120
940GZZLUUPY,Upney Station,940GZZLUBEC,Becontree,HAM,120
940GZZLUUPY,Upney Station,940GZZLUBKG,Barking Station,DIS,120
940GZZLUUPY,Upney Station,940GZZLUBKG,Barking Station,HAM,120
940GZZLUUXB,Uxbridge Station,940GZZLUHGD,Hillingdon Station,MET,120
940GZZLUUXB,Uxbridge Station,940GZZLUHGD,Hillingdon Station,PIC,120
